article_id|title|medium|publish_date|authors|corpus|url
10|endemic covid is pandemic entering endgame|www.bbc.com|2022-01-15T01:47:56.000Z||there two options either would extinguish covid ebola west africa would us long term it would join swarm endemic diseases common colds hiv measles malaria tuberculosis always what mean lives what rest world|https://www.bbc.com/news/health-59970281
11|the puzzle america record covid hospital rate|www.bbc.com|2022-01-13T15:37:03.000Z||what numbers show what impact hospitals why us different what delta variant|https://www.bbc.com/news/world-us-canada-59960949
12|three ethical issues around pig heart transplants|www.bbc.com|2022-01-11T16:38:41.000Z|Jack Hunter|some people might say opportunity organ go list others would say much right anyone else says|https://www.bbc.com/news/world-59951264
13|covid quebec impose health tax unvaccinated canadians|www.bbc.com|2022-01-11T23:18:44.000Z||quebec seen highest number deaths canada currently struggling surge cases on tuesday premier announced would first nation financially penalise unvaccinated only quebec residents vaccinated make nearly third hospital cases according federal data quebec residents received least vaccine dose january premier francois legault said news conference people received first dose vaccine pay contribution the fee yet decided significant said i think right question fairness population made sacrifices mr legault said i think owe kind measure a curfew place second pandemic running day it comes deaths recorded previous period the daily figure represents similar rate january widespread vaccinations begun province the premier press conference attended interim public health director took previous director resigned criticism handling latest surge over members city unhoused population tested positive indicating outbreak it comes amid severe cold snap overwhelming shelters|https://www.bbc.com/news/world-us-canada-59960689
14|what went wrong vaccinating world|www.bbc.com|30 December 2021||the covid pandemic slowed developed countries thanks massive vaccination drives countries bought stocks cover populations many cases far need however poorer countries generally failed reserve buy vaccine stock need now world faced problem campaigners say answer force companies share secrets order make manufacturing possible country world three experts explain arrived point challenges facing everyone involved fight|https://www.bbc.com/news/av/health-59755743
15|us supreme court blocks biden workplace vaccine mandate|www.bbc.com|2022-01-14T03:31:15.000Z|Natalie Sherman|he added i call business leaders immediately join already stepped including third fortune companies institute vaccination requirements protect workers customers communities according majority supreme court mr biden law side ordering healthcare workers get vaccinated using workplace safety statute implement requirement large employers bridge far once current balance supreme court comes sharp relief four reliably conservative justices three reliable liberal ones two chief justice john roberts justice brett kavanaugh ideological fulcrum this mixed judicial bag latest setback presidential plan frequently seemed step behind latest twists pandemic the administration slow encourage boosters caught surge demand testing now mr biden either convince congress act mandates unlikely prospect given brick wall rest agenda keeps hitting senate figure new ways shepherd nation pandemic gloom in decision justices agreed argument saying workplace safety rule large employers broad fall authority department labor occupational health safety administration regulate workplace safety the rulings parts policies due go effect week the court heard arguments case friday you may interested watch|https://www.bbc.com/news/world-us-canada-59989476
16|tonga survivor tells escape island|www.bbc.com|2022-01-21T13:29:46.000Z||when i water i remember going eight times my legs disabled function well explained the kept twirling taking underwater i could hear calling land i answer i swim find i twirled holding onto log mr folau said what came mind life death until reach shore know alive dead a new zealand ship arrived tongatapu main island friday first foreign major aid ship land it carrying litres water desalination plant board produce litres clean water every day australia deployed largest ship hmas adelaide set tonga friday expected arrive week the ship carry helicopters deployed supplies tonga smaller outer islands efforts made delivery tongan authorities expressed concern covid imported nation confirmed case recorded october the volcano eruption severed internet cable connecting island people world up wednesday information disaster organisations satellite phones island|https://www.bbc.com/news/world-asia-60078540
17|covid who warns pandemic amid europe case records|www.bbc.com|2022-01-19T06:58:46.000Z||i remain particularly concerned many countries low vaccination rates people many times risk severe illness death unvaccinated added in denmark officials reported record new daily cases tuesday health authorities italy recorded new infections previous day in germany record new cases reported wednesday incidence rate cases people climbed new high past week france meanwhile reported new daily infections tuesday four times higher monday figure daily record pandemic infections climbed past weekly average new cases day amid latest surge french ministers facing dispute teachers unions called second major strike week protest government covid testing isolation protocols say severely disrupting classes in ireland new cases started fall recent days health minister stephen donnelly telling public broadcaster rté restrictions introduced christmas new year period could loosened month spanish government data shown new infections started fall first time since covid wave began two half months ago although experts warned reading much data|https://www.bbc.com/news/world-europe-60048390
18|was south africa ignored mild covid evidence|www.bbc.com|2022-01-20T00:08:25.000Z|Andrew Harding,Natalie Sherman|we need learn our research rigorous everyone expecting worst covid seeing questioning whether observations sufficiently scientifically rigorous said acknowledging sheer number new mutations covid may contributed abundance scientific caution the fact south africa got much susceptible population uk comes severe disease yes got younger got unhealthier population higher prevalence including obesity hiv said prof madhi we believe virus going eradicated human population we must learn live virus learn live us said prof nunes prof karim acknowledged covid high transmissibility causing temporary problems countries like us citing south africa experience said good thing infection rate gone fast go fast pressure hospitals much less|https://www.bbc.com/news/world-africa-60039138
19|covid face mask rules covid passes england|www.bbc.com|2022-01-19T19:26:51.000Z|Marie Jackson,Mary O'Connor|but said seen finish line virus future variants eradicated instead must learn live covid way live flu|https://www.bbc.com/news/uk-60047438
20|covid austrian parliament approves mandatory vaccination order|www.bbc.com|2022-01-20T22:52:08.000Z||the law due effect february would make austria first european country introduce mandatory jab the bill must pass upper house signed law president alexander van bellen steps largely expected formalities the vaccine order expected remain force january government investing measures designed encourage unvaccinated people forward jab addressing lawmakers thursday afternoon health minister wolfgang mueckstein called measure big first time lasting step austria fight pandemic chancellor karl nehammer told reporters ahead vote vaccines opportunity society achieve lasting continuous freedom virus restrict us its leader herbert kickl said mandate paves way totalitarianism austria vowed would continue refuse vaccination defiance new law since authorities announced intended introduce mandate november capital vienna seen regular protests numbering people the demonstrations attracted coalition campaigners extremists authorities warned radicalising recent weeks new protective zones declared around healthcare facilities vaccination centres protect workers similar vaccine mandates introduced several countries including greece jabs obligatory everyone aged in neighbouring germany new government led chancellor olaf scholz said introduce vaccination bill bundestag march mr johnson suggested government intended legal requirement people tested positive covid replace advice guidance march|https://www.bbc.com/news/world-europe-60077767
